tenure,monthly_charges,total_charges,contract_type,payment_method,internet_service,senior_citizen,dependents,tech_support,streaming,churn
47,28.39,1405.81,Month-to-month,Electronic check,Fiber optic,0,0,0,0,0
58,89.45,5206.12,One year,Electronic check,DSL,0,1,0,1,0
8,37.84,296.19,Month-to-month,Electronic check,DSL,0,0,1,0,0
18,75.08,1386.54,One year,Bank transfer,DSL,0,1,1,1,0
17,59.0,1030.87,Month-to-month,Bank transfer,DSL,1,0,0,0,1
14,72.31,1074.22,Month-to-month,Bank transfer,DSL,0,0,1,0,1
23,24.87,539.9,Month-to-month,Electronic check,DSL,1,1,0,1,1
65,104.93,6787.37,Two year,Bank transfer,Fiber optic,0,1,1,1,0
66,118.31,7774.64,Month-to-month,Credit card,None,1,0,0,1,0
45,64.65,2855.48,Two year,Electronic check,DSL,0,1,1,0,0
2,54.35,76.87,Month-to-month,Credit card,None,0,0,1,1,0
42,96.91,4032.91,Two year,Electronic check,DSL,0,1,1,1,0
32,28.51,945.27,Month-to-month,Electronic check,Fiber optic,0,1,1,1,0
4,17.73,9.33,One year,Electronic check,DSL,0,0,0,0,1
53,88.79,4671.89,Month-to-month,Bank transfer,DSL,1,0,0,0,1
13,70.11,892.69,Two year,Bank transfer,Fiber optic,0,0,0,0,1
15,79.51,1182.91,Two year,Bank transfer,Fiber optic,0,0,1,0,1
48,13.17,672.22,Month-to-month,Electronic check,Fiber optic,0,0,1,0,0
40,104.98,4180.0,One year,Electronic check,Fiber optic,0,0,0,1,0
66,83.43,5491.36,Month-to-month,Credit card,DSL,0,0,1,0,0
14,22.33,290.49,Two year,Bank transfer,DSL,0,0,0,0,1
1,82.71,120.43,Month-to-month,Electronic check,Fiber optic,0,0,0,1,1
70,117.8,8254.2,One year,Bank transfer,Fiber optic,0,0,0,1,1
11,38.3,399.32,Month-to-month,Credit card,DSL,0,1,0,1,1
28,113.82,3146.48,Month-to-month,Credit card,DSL,0,1,0,1,1
20,115.58,2360.31,One year,Electronic check,Fiber optic,0,0,0,1,1
66,102.57,6794.72,Month-to-month,Electronic check,Fiber optic,0,0,1,0,1
56,63.76,3644.42,Month-to-month,Bank transfer,DSL,0,1,1,1,1
5,59.08,355.75,Two year,Electronic check,Fiber optic,0,1,0,0,1
37,49.81,1793.98,One year,Electronic check,Fiber optic,1,0,0,0,0
32,96.45,3022.76,Month-to-month,Credit card,Fiber optic,0,1,1,1,0
26,26.6,769.63,Month-to-month,Electronic check,Fiber optic,0,0,0,1,0
4,68.63,298.5,Month-to-month,Electronic check,DSL,1,1,0,1,1
12,70.13,830.25,Month-to-month,Bank transfer,Fiber optic,0,1,1,1,1
65,112.43,7291.86,Month-to-month,Electronic check,DSL,1,0,1,0,0
42,109.94,4550.05,One year,Bank transfer,Fiber optic,0,0,1,1,1
1,63.09,39.87,Month-to-month,Bank transfer,DSL,0,0,1,1,0
33,75.79,2534.19,Month-to-month,Credit card,DSL,0,0,1,1,0
48,87.76,4162.19,Month-to-month,Credit card,Fiber optic,0,1,0,0,1
51,69.76,3521.06,Two year,Electronic check,Fiber optic,0,1,0,1,0
45,41.17,1860.0,Month-to-month,Bank transfer,DSL,0,0,1,0,1
8,27.5,307.23,Two year,Electronic check,Fiber optic,0,0,1,0,0
30,71.91,2205.52,Month-to-month,Credit card,None,1,0,0,0,1
53,58.05,3067.49,One year,Electronic check,Fiber optic,0,0,0,0,0
22,39.74,833.25,Month-to-month,Electronic check,Fiber optic,0,0,0,0,0
8,47.9,401.58,Month-to-month,Electronic check,Fiber optic,0,0,0,0,1
4,14.67,60.39,Month-to-month,Electronic check,None,0,1,1,1,0
61,71.06,4339.41,Month-to-month,Credit card,Fiber optic,0,1,1,1,0
35,18.39,656.12,Month-to-month,Electronic check,None,0,0,1,0,0
43,21.71,996.13,Month-to-month,Credit card,DSL,0,0,1,0,0
33,94.93,3129.84,Month-to-month,Electronic check,DSL,0,1,1,0,1
45,21.96,998.53,Month-to-month,Electronic check,DSL,0,1,0,1,1
26,86.84,2342.38,Month-to-month,Electronic check,Fiber optic,0,0,1,0,1
3,63.85,72.89,Two year,Bank transfer,DSL,1,1,1,0,1
52,36.75,1921.43,Month-to-month,Electronic check,Fiber optic,1,0,0,1,1
52,72.8,3685.63,Month-to-month,Electronic check,None,0,1,0,0,0
17,67.43,1152.08,One year,Credit card,Fiber optic,0,0,0,0,1
24,110.15,2653.35,Month-to-month,Electronic check,Fiber optic,0,1,0,1,1
42,116.09,4906.55,One year,Bank transfer,Fiber optic,0,0,1,1,0
62,61.15,3758.33,Two year,Electronic check,Fiber optic,0,0,1,0,0
39,50.12,2038.18,Month-to-month,Electronic check,DSL,0,0,1,1,0
28,74.49,2023.66,Month-to-month,Credit card,Fiber optic,0,1,0,0,0
67,22.35,1511.27,Two year,Electronic check,Fiber optic,0,0,1,0,0
22,68.06,1441.57,Month-to-month,Credit card,Fiber optic,0,1,1,1,1
62,21.0,1334.88,Two year,Bank transfer,DSL,0,1,1,1,0
24,40.27,972.44,Month-to-month,Bank transfer,None,1,0,0,0,1
69,93.39,6464.32,Two year,Electronic check,None,0,0,1,0,1
57,94.74,5392.53,One year,Electronic check,DSL,0,0,0,1,1
37,62.48,2349.11,One year,Electronic check,Fiber optic,0,1,0,0,1
51,116.02,5894.08,Month-to-month,Electronic check,Fiber optic,0,1,0,1,1
7,26.69,246.58,One year,Credit card,DSL,0,1,0,0,1
10,44.4,514.08,Two year,Bank transfer,Fiber optic,0,1,0,0,0
59,75.17,4389.39,Month-to-month,Electronic check,DSL,0,0,1,0,1
6,59.04,343.99,One year,Electronic check,None,0,0,0,0,1
37,81.31,2916.01,Two year,Credit card,DSL,0,1,1,0,1
17,19.75,222.82,Month-to-month,Credit card,Fiber optic,1,0,0,0,1
64,89.11,5671.51,One year,Credit card,Fiber optic,0,0,0,1,0
48,27.92,1347.33,Two year,Electronic check,None,0,0,1,1,0
24,39.74,1004.22,Month-to-month,Credit card,Fiber optic,0,0,1,0,1
12,29.76,355.31,Two year,Electronic check,Fiber optic,1,0,1,0,0
6,89.25,527.2,Month-to-month,Electronic check,DSL,0,0,1,0,1
26,14.37,429.05,Month-to-month,Electronic check,Fiber optic,0,1,1,1,0
4,117.48,520.32,Month-to-month,Credit card,Fiber optic,0,0,0,1,1
43,51.09,2200.03,Month-to-month,Bank transfer,None,0,1,1,1,1
15,35.59,635.78,One year,Electronic check,DSL,0,1,1,0,1
62,45.89,2926.8,One year,Electronic check,Fiber optic,0,1,1,0,0
8,64.53,432.75,Month-to-month,Electronic check,Fiber optic,0,0,0,0,1
6,35.31,230.63,Month-to-month,Bank transfer,DSL,0,0,0,1,1
38,93.79,3588.37,Month-to-month,Electronic check,DSL,0,0,0,0,1
1,93.09,164.3,Month-to-month,Electronic check,Fiber optic,0,1,1,1,1
33,79.2,2562.54,Two year,Bank transfer,DSL,0,0,0,0,0
11,109.67,1212.95,One year,Electronic check,Fiber optic,1,0,1,1,1
14,89.44,1224.71,Two year,Electronic check,Fiber optic,0,0,0,1,1
43,27.64,1251.68,One year,Electronic check,Fiber optic,0,0,0,0,1
49,39.09,1868.32,Month-to-month,Electronic check,Fiber optic,0,1,1,0,0
43,62.42,2781.36,Month-to-month,Electronic check,Fiber optic,1,1,0,1,1
3,44.03,77.42,Month-to-month,Bank transfer,DSL,0,0,1,1,1
13,53.59,703.3,Month-to-month,Electronic check,DSL,0,1,1,0,1
7,62.2,365.83,Month-to-month,Electronic check,Fiber optic,0,0,1,1,1
54,96.21,5184.91,Two year,Credit card,DSL,0,0,0,1,1
34,69.82,2370.58,Two year,Electronic check,Fiber optic,0,0,1,1,1
71,102.15,7298.31,One year,Electronic check,None,1,0,1,1,1
48,76.88,3713.5,Month-to-month,Electronic check,Fiber optic,0,0,1,0,0
15,10.82,141.04,Month-to-month,Electronic check,Fiber optic,0,1,0,0,1
37,118.65,4330.68,Month-to-month,Bank transfer,Fiber optic,0,0,0,0,1
55,26.15,1475.99,Month-to-month,Bank transfer,DSL,1,0,0,1,0
25,53.52,1277.94,Month-to-month,Credit card,Fiber optic,1,1,1,0,1
71,12.13,884.41,Month-to-month,Electronic check,None,0,1,1,1,0
41,67.75,2759.46,Month-to-month,Credit card,Fiber optic,0,0,0,1,1
18,84.55,1594.9,One year,Credit card,DSL,0,0,1,0,0
46,41.66,1899.04,Month-to-month,Bank transfer,None,0,0,1,0,0
20,112.13,2149.86,Two year,Electronic check,Fiber optic,0,0,1,1,0
56,26.5,1488.69,One year,Credit card,Fiber optic,0,0,1,1,0
31,114.34,3474.59,Month-to-month,Credit card,None,0,0,0,0,1
26,96.48,2488.82,Month-to-month,Electronic check,None,0,0,0,0,0
50,26.74,1488.63,One year,Electronic check,DSL,1,0,0,0,0
49,21.33,1066.76,Month-to-month,Electronic check,Fiber optic,0,1,1,1,0
65,17.28,1083.42,Month-to-month,Bank transfer,Fiber optic,0,0,1,0,0
37,73.58,2761.7,Month-to-month,Credit card,Fiber optic,0,1,1,0,0
47,37.6,1824.79,Month-to-month,Electronic check,Fiber optic,0,1,1,0,0
6,116.83,690.28,Month-to-month,Credit card,Fiber optic,0,1,0,1,1
48,22.69,1127.98,Month-to-month,Bank transfer,DSL,0,0,1,0,0
1,98.85,25.82,Two year,Electronic check,None,0,1,1,0,1
58,51.31,2938.77,Month-to-month,Credit card,Fiber optic,0,1,0,0,1
58,11.59,662.58,One year,Credit card,DSL,0,1,1,0,0
60,90.96,5465.36,Month-to-month,Electronic check,Fiber optic,0,1,0,1,1
41,74.62,2930.08,Month-to-month,Electronic check,DSL,1,0,1,0,1
10,35.26,410.14,One year,Bank transfer,Fiber optic,0,0,0,0,1
4,49.11,260.6,Month-to-month,Electronic check,None,0,0,0,0,1
59,26.51,1551.77,Month-to-month,Bank transfer,DSL,0,1,1,1,0
39,24.81,992.04,One year,Electronic check,Fiber optic,0,0,0,1,0
8,72.64,602.96,Month-to-month,Credit card,None,0,0,1,0,1
5,69.34,270.25,Month-to-month,Electronic check,DSL,0,0,0,0,1
54,32.35,1657.71,Month-to-month,Electronic check,DSL,0,0,1,0,1
42,42.71,1905.33,Month-to-month,Electronic check,Fiber optic,0,1,1,1,0
68,119.54,8216.9,Month-to-month,Electronic check,Fiber optic,0,1,1,0,1
51,48.84,2535.04,Month-to-month,Electronic check,Fiber optic,0,0,1,0,1
23,63.62,1494.7,Month-to-month,Electronic check,Fiber optic,1,1,0,0,0
35,27.53,895.22,Month-to-month,Electronic check,DSL,0,1,0,0,0
7,12.71,44.19,Month-to-month,Bank transfer,DSL,0,1,1,0,1
2,77.33,139.88,One year,Electronic check,Fiber optic,0,1,1,0,0
68,36.52,2412.61,Month-to-month,Electronic check,Fiber optic,0,0,1,1,1
23,91.75,2132.83,Month-to-month,Electronic check,Fiber optic,0,0,1,1,1
25,35.45,835.12,One year,Electronic check,DSL,0,0,0,0,0
22,50.57,1126.72,Month-to-month,Electronic check,DSL,0,1,1,0,0
24,81.22,1914.66,Month-to-month,Credit card,Fiber optic,0,1,1,1,1
